district,address,complete_address,gcj02_lng,gcj02_lat,wgs84_lng,wgs84_lat,street_level
黄浦区,重庆北路106-110号,上海市黄浦区重庆北路|106|110号,121.470471,31.225423,121.46593798401135,31.227358891008052,南京东路街道
长宁区,安顺路191号（住宅）,上海市长宁区安顺路|191号,121.417704,31.201206,121.41306157584289,31.20306026630911,虹桥街道
长宁区,长宁路1188弄（住宅）,上海市长宁区长宁路1188弄,121.414005,31.21876,121.40935834057912,31.220603609536592,周家桥街道
长宁区,江苏路70弄（住宅）,上海市长宁区江苏路70弄,121.428402,31.223006,121.42376960184002,31.22485974509136,江苏路街道
长宁区,江苏路82弄（住宅）,上海市长宁区江苏路82弄,121.428809,31.222983,121.42417717626111,31.22483723279282,江苏路街道
长宁区,茅台路455弄（住宅）,上海市长宁区茅台路455弄,121.394026,31.209427,121.38937804128102,31.21127356346532,仙霞新村街道
长宁区,淞虹路685弄（住宅）,上海市长宁区淞虹路685弄,121.360038,31.213132,121.35542905723474,31.215010399597464,新泾镇
长宁区,武定西路1371弄（住宅）,上海市长宁区武定西路1371弄,121.432611,31.223258,121.42798491180709,31.22511690644358,江苏路街道
长宁区,仙霞路435弄（住宅）,上海市长宁区仙霞路435弄,121.393408,31.206256,121.38876057934789,31.208104321321322,仙霞新村街道
长宁区,新华路329弄（住宅）,上海市长宁区新华路329弄,121.427299,31.201905,121.42266692919996,31.20376757370784,新华路街道
长宁区,新华路569弄（住宅）,上海市长宁区新华路569弄,121.421719,31.203247,121.41708016253105,31.205103391178145,新华路街道
长宁区,耀华小区,上海市长宁区耀华小区,121.427039,31.211918,121.42240571222985,31.213775452187846,华阳路街道
长宁区,愚园路1355弄（住宅）,上海市长宁区愚园路1355弄,121.423546,31.218806,121.41890780514466,31.22065659391404,华阳路街道
长宁区,玉屏南路561弄（住宅）,上海市长宁区玉屏南路561弄,121.402551,31.214498,121.39790095390252,31.2163406265465,天山路街道
长宁区,镇宁路545弄（住宅）,上海市长宁区镇宁路545弄,121.43402,31.223983,121.42939617041003,31.225843504510383,江苏路街道
长宁区,中华小区,上海市长宁区中华小区,121.417436,31.199047,121.41279354311176,31.20090213839811,虹桥街道
长宁区,中山西路189弄,上海市长宁区中山西路189弄,121.411235,31.219881,121.406586694942,31.22172281465399,周家桥街道
长宁区,中山西路669弄（住宅）,上海市长宁区中山西路669弄,121.413711,31.211581,121.409064782236,31.213427873138773,周家桥街道
长宁区,中山西路934号,上海市长宁区中山西路934号,121.412054,31.200088,121.40740783405809,31.20193965418783,虹桥街道
虹口区,昆山路206室,上海市虹口区昆山路206号,121.486578,31.249462,121.4820970862235,31.251432184674233,四川北路街道
杨浦区,爱国路96号,上海市杨浦区爱国路96号,121.552135,31.2784,121.5478677369527,31.28053573420482,定海路街道
杨浦区,鞍山路168弄,上海市杨浦区鞍山路,121.513012,31.27411,121.50862383832106,31.276148386315025,四平路街道
杨浦区,黄兴路l019弄,上海市闵行区L019(爱琴海购物公园),121.372111,31.17498,121.36748611498562,31.17686084129916,虹桥镇
嘉定区,崇教路267号（工地）,上海市宝山区名华工地,121.431072,31.321038,121.42643497237289,31.32285371918334,庙行镇
嘉定区,崇教路280-2号,上海市嘉定区崇教路,121.274196,31.320707,121.26974702988286,31.322680595857985,马陆镇
嘉定区,民主街5-15号,上海市嘉定区民主街|5号|-15号,121.31287,31.29253,121.30835588010227,31.294459039088864,南翔镇
嘉定区,双单路（上海日建）工地,上海市嘉定区双单路,121.263266,31.330866,121.25882623700201,31.33284363814887,马陆镇
金山区,太平村蒋巷,上海市金山区太平村蒋巷,121.181855,30.849659,121.17738360701031,30.85181999859966,吕巷镇
金山区,油车,上海市松江区油车村,121.204672,31.136002,121.20021813601699,31.138036066289086,佘山镇
崇明区,建筑工地（闭环管理）,上海市嘉定区建筑工地,121.262728,31.406191,121.25828219164866,31.408145185995252,菊园新区
浦东新区,白萱路99弄,上海市浦东新区白萱路99弄,121.591296,31.330017,121.58708404161699,31.332177522436965,高行镇
浦东新区,博山路440弄,上海市浦东新区博山路,121.554692,31.244283,121.55043370057226,31.246438383051075,洋泾街道
浦东新区,蔡路村南丁家宅,上海市奉贤区南丁家宅,121.564893,30.960453,121.56067964865098,30.962779600695367,金汇镇
浦东新区,蔡圈村,上海市浦东新区蔡圈村,121.687623,31.056621,121.6833176366512,31.05879346100754,宣桥镇
浦东新区,潮中路10号,上海市浦东新区潮中路10号,121.804928,30.859634,121.80066103686488,30.86190746671742,南汇新城镇
浦东新区,储店村南傅家宅,上海市浦东新区储店村南傅家宅,121.736041,31.13331,121.73167237632967,31.135377780118947,川沙新镇
浦东新区,川沙新镇太平村,上海市浦东新区太平村,121.718191,31.195133,121.71382902962249,31.197184049374773,川沙新镇
浦东新区,川周公路3052弄,上海市浦东新区川周公路3052弄,121.611079,31.140259,121.60688354338143,31.142502694710966,康桥镇
浦东新区,春晖路28弄,上海市浦东新区春晖路28弄,121.587606,31.343564,121.5833905932107,31.34571840637649,高桥镇
浦东新区,东沟二村,上海市浦东新区东沟二村,121.576794,31.293521,121.5725719022614,31.295686594960305,高行镇
浦东新区,东靖路299弄,上海市浦东新区东靖路299弄,121.578968,31.29288,121.57474861800569,31.29504777451582,高行镇
浦东新区,东塘路222弄,上海市浦东新区东塘路222弄,121.566901,31.300114,121.56266322601107,31.302265593307418,高行镇
浦东新区,东煦路90弄,上海市浦东新区东煦路90弄,121.580702,31.295263,121.5764843705015,31.29743120460507,高行镇
浦东新区,芳华路788弄,上海市浦东新区芳华路788弄,121.565645,31.195427,121.56141365040807,31.197623423492704,花木街道
浦东新区,高桥村项家宅,上海市奉贤区项家宅,121.770149,30.89205,121.76581619681262,30.89426089738961,四团镇
浦东新区,拱优路79弄,上海市浦东新区拱优路79弄,121.750943,31.070489,121.74658014124368,31.072587745234973,惠南镇
浦东新区,顾东村花厅,上海市浦东新区顾东村花厅,121.662409,31.292565,121.65813219595807,31.294666698902688,曹路镇
浦东新区,顾家圩村杨家宅,上海市金山区杨家宅,121.277724,30.740558,121.27331966335842,30.74283854445044,金山卫镇
浦东新区,顾三村卫家宅,上海市奉贤区卫家宅,121.46063,30.817463,121.45610221474428,30.81960292971604,柘林镇
浦东新区,海阳西路500弄,上海市浦东新区海阳西路500弄,121.481309,31.150193,121.47681827397354,31.152196303085216,三林镇
浦东新区,航城三路518弄,上海市浦东新区航城三路518弄,121.751147,31.151512,121.74677738699012,31.15356623196464,祝桥镇
浦东新区,航绣路51弄,上海市浦东新区航绣路51弄,121.598507,31.070813,121.59431897722897,31.07309892980309,航头镇
浦东新区,红二村,上海市浦东新区红二村,121.782057,31.090069,121.77772469553969,31.092175059521864,祝桥镇
浦东新区,红旗村沈家宅,上海市浦东新区沈家宅,121.726044,31.251821,121.7216704363697,31.253837500043243,合庆镇
浦东新区,虹三村陈家宅,上海市浦东新区陈家宅,121.565209,31.176723,121.56097839598274,31.178928149956093,北蔡镇
浦东新区,胡巷村东马家宅,上海市浦东新区胡巷村,121.515613,31.160847,121.5112435814184,31.162946478210234,三林镇
浦东新区,华东路齐友路交界口工地生活区,上海市浦东新区华东路齐友路,121.680849,31.203965,121.67654394077854,31.206071016475164,川沙新镇
浦东新区,华夏二路90弄,上海市浦东新区华夏二路90弄,121.683486,31.196711,121.67917656626167,31.198815620911443,川沙新镇
浦东新区,华治村,上海市浦东新区华治村,121.789398,31.012877,121.78508527924167,31.01503656161913,惠南镇
浦东新区,环东中心村桥弄付家宅,上海市浦东新区环东中心村弄付家宅,121.656624,31.184313,121.65236713866989,31.186474532549486,张江镇
浦东新区,金港路2528弄,上海市浦东新区金港路2528弄,121.614678,31.227134,121.61047351635996,31.229331879995133,张江镇
浦东新区,金海路3333号,上海市浦东新区金海路3333号,121.664985,31.271187,121.66070502817087,31.273292647374074,曹路镇
浦东新区,金路村,上海市浦东新区金路村,121.80972,30.979366,121.8054544304893,30.98157716445643,万祥镇
浦东新区,金桥路1520弄,上海市浦东新区金桥路,121.587149,31.252923,121.58294077107946,31.255112936628294,金杨新村街道
浦东新区,金桥路3379弄,上海市浦东新区金桥路3379弄,121.608724,31.221391,121.60452274241173,31.223595093938005,金桥镇
浦东新区,康杉路151号,上海市浦东新区康杉路|151号,121.559668,31.15053,121.55542856733126,31.152740079757432,康桥镇
浦东新区,康沈路1238弄,上海市浦东新区康沈路,121.580346,31.108779,121.57614339961071,31.11103698947527,周浦镇
浦东新区,康沈路1365弄,上海市浦东新区康沈路,121.580346,31.108779,121.57614339961071,31.11103698947527,周浦镇
浦东新区,康新公路2333号,上海市浦东新区康新公路|2333号,121.628884,31.083213,121.62467876469498,31.085471982037276,周浦镇
浦东新区,栏杆村高周家宅,上海市浦东新区高周家宅,121.657994,31.166431,121.65373607708183,31.16859911170379,川沙新镇
浦东新区,劳动村沈家宅,上海市浦东新区沈家宅,121.726044,31.251821,121.7216704363697,31.253837500043243,合庆镇
浦东新区,劳动村郑家宅,上海市浦东新区郑家宅,121.578519,31.189991,121.5743076082118,31.192204793450582,北蔡镇
浦东新区,联丰村北沈队沈家墙,上海市浦东新区沈家墙,121.512721,31.153601,121.5083419828014,31.155695799200394,三林镇
浦东新区,联勤村张家队沈家宅,上海市浦东新区联勤村沈家宅,121.521409,31.18907,121.51705729789215,31.191171736658905,南码头路街道
浦东新区,灵山路729弄,上海市浦东新区灵山路729弄,121.548915,31.231377,121.54464355935971,31.233526881673882,洋泾街道
浦东新区,凌高路67弄,上海市浦东新区凌高路67弄,121.545574,31.367294,121.54128234918988,31.369383443966587,高桥镇
